Cross-Validation Fold,Trial Number,Score,Feature Dimensions,Number of Heads,Head Dimensions,Dropout Rate,Activation Function,Normalization Type,ArcFace Scaling Factor,ArcFace Angular Margin Penalty,Lambda Center,Optimizer,Learning Rate,Weight Decay,Momentum,Optimizer Center,Learning Rate Center,Weight Decay Center,Momentum Center,Scheduler,Scheduler T0,Scheduler Eta Min,Scheduler Step Size,Scheduler Gamma,Scheduler Center,Scheduler Center T0,Scheduler Center Eta Min,Scheduler Center Step Size,Scheduler Center Gamma,State
Fold 2,63,0.9749481542652797,256,2,128,0.18162943966158637,gelu,none,31,0.46054676774203784,0.058811300115130784,AdamW,0.00023928900955506318,1.3747504445750076e-06,,AdamW,1.9277386269327642e-05,3.266413383744117e-05,,steplr,,,9.0,0.7900136166158764,steplr,,,8.0,0.10866162369129487,COMPLETE
Fold 2,64,0.9769106630274019,512,2,128,0.027943765453920077,gelu,none,33,0.49976264847544827,0.06384357606132243,AdamW,0.00019800977976271915,1.8973186528729131e-06,,AdamW,1.1856505468871784e-05,1.755801188126212e-05,,steplr,,,11.0,0.7060286932629742,steplr,,,10.0,0.2435116027684462,COMPLETE
Fold 2,65,0.9790746361343629,128,2,128,0.4439826486381751,gelu,none,35,0.4751090914850273,0.05378735020568882,AdamW,9.520592402738924e-05,3.7035793109112348e-06,,AdamW,4.206847222324433e-05,4.6358300256528285e-05,,steplr,,,8.0,0.5788296816216895,steplr,,,8.0,0.41720331928124127,COMPLETE
Fold 2,66,0.9687636017715072,128,2,128,0.3580050094282896,gelu,batch,36,0.47392642996512996,0.07666163919381536,AdamW,7.710494743654828e-05,3.9619490979120874e-06,,SGD,4.0652562925024604e-05,3.808208764661283e-05,0.9470420097870529,steplr,,,6.0,0.6022558320167821,steplr,,,5.0,0.3895435589819413,PRUNED
Fold 2,67,0.9787177498269269,128,2,128,0.08583467107829285,gelu,none,34,0.4890829354104932,0.0691305622988269,AdamW,0.00013920229417595405,2.6732978456979187e-06,,AdamW,2.8672934523291308e-05,2.9014060532752114e-05,,steplr,,,10.0,0.4488740689486667,steplr,,,8.0,0.4640739333713039,COMPLETE
Fold 2,68,0.5985629883139634,128,2,128,0.4998121183896393,gelu,none,36,0.47701823929062476,0.0532810532563621,SGD,8.922968395523856e-05,1.2272658849311721e-06,0.8250413584599803,AdamW,2.2978051666921354e-05,4.583680661647315e-05,,steplr,,,9.0,0.5940341034664461,steplr,,,7.0,0.17885300186284359,PRUNED
Fold 2,69,0.969141293468829,128,2,128,0.45831096245523034,selu,none,38,0.4464058426248517,0.03918920548888356,AdamW,0.00011368253702770476,3.3366546882877876e-06,,AdamW,1.9006369819499904e-05,1.7816979674399228e-05,,steplr,,,7.0,0.5520900794457702,steplr,,,11.0,0.4290126568457135,PRUNED
Fold 2,70,0.9737320076842366,256,2,128,0.2150979829965846,gelu,none,32,0.46252297576180507,0.06388001767032753,AdamW,0.00031974730501674244,2.261222714388507e-06,,AdamW,2.5129139052006142e-05,0.00013924635243966576,,steplr,,,6.0,0.8365308106862734,steplr,,,8.0,0.2589724374925572,PRUNED
Fold 2,71,0.9787289690092504,512,2,128,0.44297784777937793,gelu,none,30,0.4849108877499943,0.051494160048550945,AdamW,9.8937614761911e-05,1.6830187599677745e-06,,AdamW,1.5414837227308123e-05,9.764872597425909e-05,,steplr,,,8.0,0.7597031853625238,steplr,,,9.0,0.33821462658553614,COMPLETE
Fold 2,72,0.981725842258134,512,2,128,0.4244371007893573,gelu,none,33,0.4910724292023681,0.055942675131271304,AdamW,0.00015816679860413874,1.0459453046546244e-06,,AdamW,1.2114043943582688e-05,6.210638716598218e-05,,steplr,,,8.0,0.6788772521124223,steplr,,,10.0,0.33821999396971203,COMPLETE
Fold 2,73,0.9787204498951252,512,2,128,0.4867326202853094,gelu,none,33,0.49372382450814883,0.05753492531167189,AdamW,0.00016399230285262732,1.046738677998727e-06,,AdamW,1.2233402321037218e-05,6.60890846163729e-05,,steplr,,,8.0,0.6652813746297856,steplr,,,10.0,0.36039162562272375,COMPLETE
Fold 2,74,0.9804362754054843,512,2,128,0.425824960331244,gelu,none,35,0.49075706539586206,0.050530832324519895,AdamW,0.00019449252087157026,1.266265702930234e-06,,AdamW,1.08031892163068e-05,4.117197715897714e-05,,steplr,,,9.0,0.7148129147563717,steplr,,,9.0,0.41683406018191926,COMPLETE
Fold 2,75,0.9807043719265346,512,2,128,0.3705323905458544,gelu,none,34,0.4873785335435292,0.05019625966049274,AdamW,0.00019970748779525133,1.2645802362178618e-06,,AdamW,1.012264096839932e-05,2.7979480192087266e-05,,steplr,,,10.0,0.6989109302196385,steplr,,,11.0,0.3247735780818146,COMPLETE
Fold 2,76,0.9750164986847522,512,2,128,0.4217063128282942,gelu,none,37,0.4933161271076388,0.038838192076487504,AdamW,0.00026387317937397805,1.165423536647127e-06,,SGD,1.0434824532628235e-05,2.655042260476639e-05,0.8018497817087352,steplr,,,11.0,0.703525690151026,steplr,,,11.0,0.2023953862931574,PRUNED
Fold 2,77,0.9716862541096709,512,2,128,0.38314286606601744,gelu,layer,35,0.4648947790597036,0.0856233844776067,AdamW,0.0002000357294849704,1.2926800265892877e-06,,AdamW,1.3110175296926588e-05,3.726479147949823e-05,,steplr,,,10.0,0.639370733020945,steplr,,,11.0,0.2578421082582796,PRUNED
Fold 2,78,0.9730936378338966,512,2,128,0.3379397050787485,relu,batch,34,0.49890725076379505,0.04415860759524815,AdamW,0.00014196989473148626,2.0427403721770285e-06,,AdamW,1.0706830195119743e-05,1.9442755831942252e-05,,steplr,,,9.0,0.7159616123308367,steplr,,,10.0,0.15886526841954624,PRUNED
Fold 2,79,0.973970343312119,512,2,128,0.36823080512977513,gelu,none,38,0.47278700747718116,0.04133398183217823,AdamW,0.00036380732228863475,4.866912063041212e-06,,AdamW,1.956765656412309e-05,1.0853771039385238e-05,,steplr,,,12.0,0.3616603101600171,steplr,,,12.0,0.534010884551229,PRUNED
Fold 2,80,0.9536657375786113,512,2,128,0.3956203982115476,gelu,none,32,0.492458253204063,0.05058911403684318,SGD,0.00017818863463689623,1.0325042783661024e-06,0.8847768930699279,AdamW,1.2039698168729807e-05,5.666139071251672e-05,,steplr,,,9.0,0.6712254439016707,steplr,,,9.0,0.44591953058538225,PRUNED
Fold 2,81,0.9790209250490635,512,2,128,0.42220771435038085,gelu,none,33,0.48736930394088734,0.049921567118095436,AdamW,0.000210630588591624,2.5928315790913888e-06,,AdamW,1.0082484448723707e-05,4.1278285766682426e-05,,steplr,,,7.0,0.8165720747815768,steplr,,,9.0,0.3319582475485874,COMPLETE
Fold 2,82,0.9792585846148918,512,2,128,0.28443249226196277,gelu,none,31,0.4801368879674702,0.0602400701745287,AdamW,0.0002608568008183107,1.7847464131736055e-06,,AdamW,1.685932251424269e-05,3.124594880632962e-05,,steplr,,,8.0,0.866700817569011,steplr,,,10.0,0.3648704277450902,COMPLETE
Fold 2,83,0.9722626620566258,512,2,128,0.48522118021399796,gelu,none,31,0.48232704560752293,0.09192642877978911,AdamW,0.000443788478411311,1.4329661280307634e-06,,AdamW,1.38579404915366e-05,2.8849811464373443e-05,,steplr,,,9.0,0.8735809749619792,steplr,,,10.0,0.383156112183411,PRUNED
Fold 2,84,0.9728493168109023,512,2,512,0.2802663941916043,gelu,none,34,0.48144046330969004,0.059879279880785716,AdamW,0.0001531984859370765,2.59050578750749e-06,,AdamW,2.061270297732563e-05,1.5241670314419846e-05,,steplr,,,10.0,0.7378909641210153,steplr,,,11.0,0.3685493027758239,PRUNED
Fold 2,85,0.9725911356578008,512,2,128,0.3003090131806395,selu,none,36,0.49485290230125906,0.07389071399204128,AdamW,0.0002941599217029084,0.0009527078548952023,,AdamW,1.4262549094762282e-05,3.2784901490447914e-05,,steplr,,,7.0,0.4302473663611617,steplr,,,10.0,0.284553101950965,PRUNED
Fold 2,86,0.9718546352478281,512,2,128,0.4578021517158527,gelu,none,32,0.47082416423012885,0.04548821539998738,AdamW,0.0002523404035993026,1.3093260112077688e-06,,AdamW,1.2381639673088875e-05,2.5725901180559133e-05,,steplr,,,9.0,0.8542508662671259,steplr,,,13.0,0.39693514011774855,PRUNED
Fold 2,87,0.9717713957584513,512,2,128,0.31419441369085016,gelu,none,31,0.4778051624421508,0.06259164943551268,AdamW,0.00018233299040995606,1.595008069675406e-06,,AdamW,1.692544767417744e-05,1.1793753205205627e-05,,steplr,,,8.0,0.6546966866358609,steplr,,,9.0,0.4952890922755301,PRUNED
Fold 2,88,0.9742892381892958,512,2,128,0.26063871808854855,gelu,none,33,0.4903808788083242,0.06645608756212117,AdamW,0.00011425426714960919,2.0127064662895237e-06,,AdamW,2.435589462321594e-05,1.9079880824726093e-05,,steplr,,,16.0,0.8000439428990256,steplr,,,8.0,0.33481352047401486,PRUNED
Fold 2,89,0.952603225020173,256,2,128,0.4067261732933292,relu,layer,35,0.4562883494441786,0.05745935593064602,AdamW,0.00012866412183892452,1.0272967108977677e-06,,SGD,1.1201662178313304e-05,5.179554549778397e-05,0.935017950736022,steplr,,,5.0,0.2964949413713519,steplr,,,10.0,0.14109693602994489,PRUNED
Fold 2,90,0.9710808712443619,512,2,128,0.4488818397284635,gelu,none,58,0.46521441838160843,0.04950245297227608,AdamW,0.0006205882281532476,2.850707323502379e-06,,AdamW,1.784324589631975e-05,2.241678874034064e-05,,steplr,,,10.0,0.6818733167788166,steplr,,,12.0,0.20709486199135013,PRUNED
Fold 2,91,0.9805818755260768,512,2,128,0.42974004614859496,gelu,none,31,0.4861382097850402,0.055400975520036276,AdamW,7.911286534669576e-05,1.6721597289994486e-06,,AdamW,1.5505815195385182e-05,6.541108824914279e-05,,steplr,,,8.0,0.7453216039554171,steplr,,,9.0,0.3171913793711872,COMPLETE
Fold 2,92,0.9816397619046953,512,2,128,0.42303884109906137,gelu,none,31,0.49638245791748614,0.05580582197916788,AdamW,7.463432784351846e-05,1.2127772757113223e-06,,AdamW,1.4673828113913978e-05,4.151237669825635e-05,,steplr,,,8.0,0.7385583048199406,steplr,,,9.0,0.27636469196786123,COMPLETE
Fold 2,93,0.9801252587605891,512,2,128,0.42810024871928704,gelu,none,34,0.4968758481473513,0.05642217909502933,AdamW,7.558197532139107e-05,1.1851344565804293e-06,,AdamW,1.4692250683391804e-05,6.378401767046612e-05,,steplr,,,7.0,0.7316735167171428,steplr,,,9.0,0.2778350677040444,COMPLETE
Fold 2,94,0.9782618599754395,512,2,128,0.43007102393140717,gelu,none,32,0.49698101554141944,0.05554138093242764,AdamW,7.41909283050542e-05,1.1806244903302976e-06,,AdamW,1.1469002520505089e-05,6.950415129444478e-05,,steplr,,,6.0,0.7302142484841615,steplr,,,7.0,0.2830354428377146,COMPLETE
Fold 2,95,0.9694365192964988,512,2,512,0.46239037262995786,gelu,none,33,0.4858434452401086,0.04576941372300379,AdamW,4.784683666614413e-05,1.2490545908989284e-06,,AdamW,1.4484953503865186e-05,4.1658940704747314e-05,,steplr,,,7.0,0.7787019728792515,steplr,,,9.0,0.31298437290458614,PRUNED
Fold 2,96,0.9807589203592159,512,2,128,0.39113948521681674,gelu,none,37,0.49550376530102763,0.040629110634475635,AdamW,8.440156818613774e-05,1.9746154704203724e-06,,AdamW,1.2844197006716571e-05,5.844001770071275e-05,,steplr,,,9.0,0.6959464651227808,steplr,,,8.0,0.2697406796238653,COMPLETE
Fold 2,97,0.6238222735740552,512,2,128,0.3933769533852597,gelu,none,39,0.49985719598432615,0.04056527644739967,SGD,5.326788195908862e-05,2.2547474942557674e-06,0.9148181431394766,AdamW,1.303806888622755e-05,5.912996194376082e-05,,steplr,,,10.0,0.7013530855758625,steplr,,,7.0,0.2751870623806184,PRUNED
Fold 2,98,0.9827821647255011,512,2,128,0.37041246937743305,gelu,none,37,0.4931933288302317,0.033703511519062146,AdamW,8.74150308576318e-05,1.0045203917329902e-06,,AdamW,1.163257482501036e-05,9.475408606699158e-05,,steplr,,,11.0,0.6266024449466762,steplr,,,8.0,0.23646880910409399,COMPLETE
Fold 2,99,0.9723249467029139,512,2,128,0.37357658837236,gelu,batch,39,0.4930788912871543,0.03421075534705209,AdamW,8.788988526370357e-05,1.556625545536421e-06,,AdamW,1.0059017598311539e-05,9.667498988469712e-05,,steplr,,,11.0,0.683887590373832,steplr,,,8.0,0.21605380095907573,PRUNED
Fold 3,0,0.9661613906146252,128,3,128,0.014122058495949108,selu,layer,35,0.44082131088582077,0.025952144044816005,AdamW,0.0004703371077097069,0.00017322866790630265,,SGD,0.0006636030420130324,2.209471512021802e-06,0.8404278723611206,steplr,,,6.0,0.8451884987554048,cosine,4.0,8.106591405008856e-05,,,COMPLETE
Fold 3,1,0.9501070651758221,384,3,128,0.3299882712295365,gelu,layer,32,0.3543188079055201,0.011313441238180412,SGD,0.00011925481004678073,7.1454436625973094e-06,0.9115131532313316,SGD,3.3984736897021205e-05,0.00025280568374217214,0.8722859839224859,steplr,,,18.0,0.7337974497941178,cosine,3.0,3.705727438201837e-05,,,COMPLETE
Fold 3,2,0.969851179576667,256,2,512,0.34273673355713236,gelu,batch,41,0.41706058554952286,0.0028775619193485923,AdamW,0.0006852717326417641,1.5913097355195992e-05,,SGD,0.00016249494268115165,5.7215339412484047e-05,0.8024294634331021,steplr,,,7.0,0.8406236811371562,steplr,,,9.0,0.7000439571925531,COMPLETE
Fold 3,3,0.9490266950014745,384,2,256,0.19992652754932394,leaky_relu,layer,34,0.3111172543629925,0.09011122100733678,SGD,2.091159339455189e-05,2.442556266775984e-06,0.9408576334840284,SGD,3.1319294161009776e-05,2.6730477236678216e-06,0.8746862339313508,steplr,,,20.0,0.763935665324173,cosine,5.0,1.7886516222633685e-05,,,COMPLETE
Fold 3,4,0.9658726117543731,384,1,256,0.2737353757903178,relu,none,48,0.3197219832175033,0.07263082273479829,SGD,0.0008210622510199141,8.709813509848067e-06,0.8154639062640195,SGD,9.715179760015379e-05,3.8316118949636196e-05,0.87250483045408,cosine,8.0,4.627791765513363e-05,,,steplr,,,13.0,0.6813762968177515,COMPLETE
Fold 3,5,0.9308349276857516,384,1,256,0.1150932859110691,leaky_relu,batch,43,0.34754486881535984,0.068595498382013,SGD,3.850074412609048e-05,1.2215653051047377e-06,0.8492507132257581,AdamW,0.0001948542830349221,6.505715586251306e-06,,steplr,,,13.0,0.6255602302075405,steplr,,,6.0,0.6504194300616868,COMPLETE
Fold 3,6,0.9588642635350763,256,3,512,0.23629320544207266,leaky_relu,batch,32,0.4595775430884023,0.04037507994206901,SGD,6.557962056470199e-05,2.30579550654001e-05,0.8369568110488455,SGD,8.741859741909149e-05,4.0182133905294655e-06,0.923437272227855,cosine,6.0,2.7641916144123775e-05,,,steplr,,,15.0,0.6345604805261023,COMPLETE
Fold 3,7,0.9644697263403058,256,1,512,0.2731328931338698,leaky_relu,none,45,0.33718699960143517,0.024949453963411392,SGD,0.00024744361955900764,1.1697610865683334e-05,0.8904543640244008,AdamW,0.0003531649858797716,8.968854373892579e-05,,steplr,,,13.0,0.6860486795584987,steplr,,,9.0,0.8682174477976733,COMPLETE
Fold 3,8,0.9584190629400884,384,3,128,0.13827607881343662,gelu,layer,59,0.4625487502598266,0.053044020136060056,AdamW,8.531531993600845e-05,0.0005348896174109439,,AdamW,3.161655223362188e-05,7.714677763104613e-06,,steplr,,,13.0,0.5724014244875135,cosine,7.0,3.858083379030098e-05,,,COMPLETE
Fold 3,9,0.971935238583495,256,1,128,0.0348068932257064,leaky_relu,none,53,0.44576183894682997,0.07430215258321246,AdamW,0.00017077541275112244,2.2947021251362607e-05,,SGD,0.0009999602784714306,0.0006575573916779357,0.8817458159342697,steplr,,,6.0,0.4864776866020474,steplr,,,19.0,0.35825383753339357,COMPLETE
Fold 3,10,0.9734449797796306,512,1,128,0.48986931118489485,relu,none,57,0.49364489340909345,0.09640282871308889,AdamW,1.0098021360280729e-05,0.00012660955688927717,,AdamW,0.0008967321721829451,0.000791108761718105,,cosine,3.0,9.601093821140349e-05,,,steplr,,,18.0,0.22553882273378556,COMPLETE
Fold 3,11,0.9771991454317103,512,1,128,0.48243152175893655,relu,none,58,0.4983333740572702,0.0978816834017322,AdamW,1.4788080688518472e-05,9.531816214432861e-05,,AdamW,0.0009135987714771137,0.0009745035561179444,,cosine,3.0,9.93304500020367e-05,,,steplr,,,20.0,0.16953925626071456,COMPLETE
Fold 3,12,0.6059350413066581,512,2,128,0.49718949610600516,relu,none,64,0.4987668962961358,0.09771838795984485,AdamW,1.0113694253022165e-05,0.000121302524828928,,AdamW,0.0005264174343778376,0.0009527638241687162,,cosine,3.0,9.681344146966455e-05,,,steplr,,,20.0,0.1363403929475998,PRUNED
Fold 3,13,0.9716232924423656,512,1,128,0.4990276455194469,relu,none,55,0.4950400212095619,0.09027221905834165,AdamW,1.0386608586303624e-05,8.670469817111335e-05,,AdamW,0.0003247859191543714,0.0002456700264879099,,cosine,3.0,9.783985783955915e-05,,,steplr,,,17.0,0.10326282232205315,COMPLETE
Fold 3,14,0.9756744872567965,512,1,128,0.42707698810162015,relu,none,64,0.38992594826854865,0.09902459282589937,AdamW,2.4105968381374567e-05,0.0007933673517598305,,AdamW,0.0008415396032265931,0.0003713961788419472,,cosine,5.0,8.185434187307715e-05,,,steplr,,,17.0,0.3168471298183219,COMPLETE
Fold 3,15,0.9749473605409964,512,2,128,0.40731501965214556,relu,none,64,0.3949320470052973,0.08166661083349452,AdamW,2.676094593562104e-05,0.0008226886994189466,,AdamW,0.00035823461953579135,0.00025433177784348353,,cosine,6.0,6.841336406444734e-05,,,steplr,,,16.0,0.35066337779952417,COMPLETE
Fold 3,16,0.9739871841208666,512,1,128,0.41114770248737703,selu,none,51,0.3776673220806341,0.0629508761056654,AdamW,2.0790479537000836e-05,0.00038601630443215856,,AdamW,1.7109753177962694e-05,0.00010940285168560315,,cosine,5.0,6.983002941623274e-05,,,steplr,,,20.0,0.3443986470887699,COMPLETE
Fold 3,17,0.9774986717177955,128,2,128,0.4136035318646634,relu,none,60,0.4170186788637803,0.08541135538375524,AdamW,4.485489189406723e-05,5.987723995246323e-05,,AdamW,0.0005324943139587926,1.9778614830355108e-05,,cosine,10.0,7.429186572757772e-05,,,steplr,,,13.0,0.25163452350505494,COMPLETE
Fold 3,18,0.9704214816072823,128,2,512,0.3425790801228905,relu,none,60,0.41321855833474186,0.056396652919783935,AdamW,4.605594184537561e-05,4.0797888660982985e-05,,AdamW,0.00018337400540515626,1.6910400130372916e-05,,cosine,10.0,4.133094893470722e-06,,,cosine,10.0,9.169432955342588e-05,,,PRUNED
Fold 3,19,0.966871806131842,128,2,256,0.4379298928248895,relu,batch,50,0.4711784582454208,0.0827765617867607,AdamW,4.800254499648874e-05,6.216857351303783e-05,,AdamW,0.0004149585099209146,1.8588459199440353e-05,,cosine,10.0,7.553659930496158e-05,,,steplr,,,12.0,0.23084052741311548,PRUNED
Fold 3,20,0.9717149774493964,128,2,128,0.32289100127497905,selu,none,60,0.4309187500130296,0.08264209578900109,AdamW,1.6179261358499386e-05,0.0002491132962364404,,AdamW,0.00024584164541800485,1.1865559529975936e-06,,cosine,8.0,5.5161678797219235e-05,,,steplr,,,13.0,0.4877590686723289,COMPLETE
Fold 3,21,0.974620401687945,512,1,128,0.43816494277466705,relu,none,62,0.3754309558630667,0.09820797867416743,AdamW,2.951467170008004e-05,5.380778204237915e-05,,AdamW,0.0006646825364966118,0.0004185491884117669,,cosine,5.0,8.26859290644386e-05,,,steplr,,,16.0,0.23531180371610852,COMPLETE
Fold 3,22,0.9728319634329377,512,1,128,0.40387413432221875,relu,none,56,0.3889098704600263,0.0873195022709531,AdamW,1.5960815683332364e-05,0.0008892357200669907,,AdamW,0.0009927215954281673,0.00012330306981448208,,cosine,4.0,8.463812003414741e-05,,,steplr,,,14.0,0.4422474159948694,COMPLETE
Fold 3,23,0.9701446031850667,128,1,128,0.3759825281010903,relu,none,58,0.41769401411006113,0.09895591318210276,AdamW,6.619086022408035e-05,0.0002320945307038393,,AdamW,0.0005657101548823725,2.06841754703788e-05,,cosine,8.0,5.84585921430884e-05,,,steplr,,,11.0,0.2775633962768927,COMPLETE
Fold 3,24,0.9708343103846695,512,2,128,0.4501011637846193,relu,none,62,0.3769328356147278,0.07723663648313249,AdamW,3.287646404561286e-05,3.576547608865729e-05,,AdamW,0.0006709971620393861,0.00046865283944536414,,cosine,5.0,8.582836074332573e-05,,,steplr,,,18.0,0.1706752766279242,PRUNED
Fold 3,25,0.9702514859529107,128,1,128,0.4570549906578596,relu,none,54,0.36171524785622283,0.0400768521213884,AdamW,1.6153337456442336e-05,0.00044296886877176635,,AdamW,5.2736346423999565e-05,0.00016105357977264808,,cosine,7.0,8.615421766087243e-05,,,steplr,,,18.0,0.42294453732511955,COMPLETE
Fold 3,26,0.975176719463153,512,2,128,0.3810875901378328,relu,none,64,0.4769732124631582,0.06462910443558804,AdamW,2.3439708693090042e-05,0.00010027121763222518,,AdamW,0.000461268251934656,3.951323017484319e-05,,cosine,4.0,3.8589877012772564e-05,,,steplr,,,10.0,0.2916403918456564,COMPLETE
Fold 3,27,0.9762313444395114,512,1,128,0.46067944561391655,relu,none,61,0.4089627632143063,0.09026882173628029,AdamW,5.6578472004625725e-05,3.948573709628366e-06,,AdamW,0.00026854862831226107,1.1894365474041693e-05,,cosine,9.0,6.687397583313448e-05,,,cosine,10.0,6.822296404059702e-05,,,COMPLETE
Fold 3,28,0.9722271823496487,128,2,512,0.46151850521346915,selu,batch,51,0.4333337725437684,0.08898812604504891,AdamW,0.0001855052139846014,3.8746022787491966e-06,,AdamW,0.00013262017065580114,1.5237604324685014e-05,,cosine,9.0,6.212681335080784e-05,,,cosine,10.0,6.660953266163369e-05,,,PRUNED
Fold 3,29,0.9641988866059585,128,3,256,0.36103707303894494,gelu,layer,40,0.4423632562618913,0.03998269525858261,AdamW,0.00010933591779250306,4.641057148063425e-06,,AdamW,0.00023760587133308134,1.042006979413808e-05,,cosine,9.0,4.710926939273125e-05,,,cosine,8.0,6.176990966831065e-05,,,PRUNED
Fold 3,30,0.9695898044082152,512,3,128,0.4717828953432714,selu,layer,53,0.4048203998245123,0.060377869725283986,AdamW,5.685608338311349e-05,1.0898947017224182e-06,,AdamW,0.0002831641419583503,3.709578308672342e-06,,cosine,9.0,7.25573623756963e-05,,,cosine,8.0,2.0308360467776446e-06,,,PRUNED
Fold 3,31,0.9781689969546677,512,1,128,0.4189368290316856,relu,none,61,0.39198189146794643,0.09237170128687897,AdamW,3.806748849263597e-05,0.00021768774666953777,,AdamW,0.0007822564042063659,6.0027328385592766e-05,,cosine,10.0,7.847222989932232e-05,,,cosine,6.0,9.59988724248401e-05,,,COMPLETE
Fold 3,32,0.9754470968206149,512,1,128,0.39805147694750465,relu,none,61,0.4037408612430785,0.09267207871490371,AdamW,8.2914660552911e-05,0.00022302579428443004,,AdamW,0.0006712824083872935,6.582348204061788e-05,,cosine,10.0,6.308607688329677e-05,,,cosine,6.0,9.913515514443902e-05,,,COMPLETE
Fold 3,33,0.9756456556344765,512,1,128,0.3093210843970769,relu,none,58,0.4236706082431556,0.07948566151887132,AdamW,4.1233485141250215e-05,0.00015429343791431864,,AdamW,0.000487114609872079,2.5946381725065723e-05,,cosine,10.0,7.699288369784194e-05,,,cosine,8.0,7.454200845793195e-05,,,COMPLETE
Fold 3,34,0.9735180102379617,512,1,128,0.47113566064129037,gelu,none,56,0.3667294411519017,0.08659320421172016,SGD,0.0003673233796318482,6.011510787052073e-05,0.8020064365180252,SGD,0.0006903602453132804,1.0770830864107287e-05,0.9486089165637531,cosine,9.0,8.979595872421604e-05,,,cosine,6.0,5.0309808440853143e-05,,,PRUNED
Fold 3,35,0.9715786584976656,512,1,128,0.42765407232558217,relu,layer,60,0.33567881218526774,0.06925738229511218,AdamW,0.000131246190197203,1.608721678614384e-05,,SGD,0.00012540928346472388,5.56471659803043e-05,0.8000583635328591,cosine,10.0,6.531748286582884e-05,,,cosine,9.0,8.227706339131117e-05,,,PRUNED
Fold 3,36,0.8984323812791766,384,1,256,0.299246524911412,relu,none,37,0.45256645580940535,0.0924797353108876,SGD,3.351082509183472e-05,1.9551866541626985e-06,0.9460768407243683,AdamW,1.0696524693991098e-05,3.497023630186786e-05,,steplr,,,10.0,0.1096701844055597,cosine,5.0,9.108339919230638e-05,,,PRUNED
Fold 3,37,0.9729512126867388,256,2,128,0.20401840086762996,relu,batch,62,0.48114050123461016,0.018567325765523876,AdamW,5.717986467214737e-05,8.173061868695356e-05,,SGD,7.71868970231325e-05,5.945590966671835e-06,0.9142647878068872,cosine,7.0,7.703555548511568e-05,,,cosine,7.0,5.631589366961105e-05,,,PRUNED
Fold 3,38,0.96010613590638,128,1,512,0.36966151957538107,gelu,none,47,0.42886406202462923,0.07463058797142151,SGD,8.828880434561926e-05,2.2070975043171647e-05,0.872464031561164,AdamW,0.0003991152660481541,2.0895326764764607e-06,,steplr,,,17.0,0.3516536406253391,cosine,5.0,7.298561426876811e-05,,,PRUNED
Fold 3,39,0.9720280806441803,384,3,128,0.3519011433013099,leaky_relu,layer,58,0.4108237906518501,0.08694846304263978,AdamW,6.586974382071748e-05,7.023202726403552e-06,,AdamW,0.0008229603734338406,1.1033134853263148e-05,,cosine,9.0,9.188502571002949e-05,,,cosine,9.0,4.41250099287756e-05,,,PRUNED
Fold 3,40,0.7444136079600632,256,1,256,0.4710114540465934,relu,batch,30,0.31281528514768475,0.04763686266686831,SGD,1.9014384888910576e-05,0.00032074970850647,0.9141674887056893,SGD,0.00055281216080472,5.088528305686053e-05,0.8359018680632759,steplr,,,10.0,0.1425923914332224,cosine,4.0,9.890223247948003e-05,,,PRUNED
Fold 3,41,0.9759172323639286,512,1,128,0.4296377635732787,relu,none,62,0.3906247673714673,0.09426631279116274,AdamW,1.3547464717369987e-05,0.0006756210404559626,,AdamW,0.0007711556152644995,0.0005620685087991052,,cosine,4.0,8.064960676047226e-05,,,steplr,,,6.0,0.17250124664791877,COMPLETE
Fold 3,42,0.9778427733005087,512,1,128,0.3867104991907237,relu,none,62,0.3858086958545177,0.09466977058698173,AdamW,3.875874970223703e-05,0.00017579182740582025,,AdamW,0.0007752357772814759,0.0005794537502534539,,cosine,4.0,7.845125994376447e-05,,,steplr,,,5.0,0.17190986313958562,COMPLETE
Fold 3,43,0.9750954164904204,512,1,128,0.3925708526535956,relu,none,59,0.3482665637417285,0.085014347813355,AdamW,5.051302508778942e-05,0.0001975988575571861,,AdamW,0.0005541328724126955,0.0009687377931660898,,cosine,10.0,7.03257585487761e-05,,,steplr,,,5.0,0.5734794433560744,COMPLETE
Fold 3,44,0.9691509222527065,512,1,128,0.004083838553645136,relu,none,56,0.38125931847452527,0.09321682850622078,AdamW,3.587297822177545e-05,0.00012556553016573432,,AdamW,0.00029990399320979047,0.0002122127039675502,,cosine,3.0,5.2205004110039e-05,,,steplr,,,8.0,0.1020981851293716,PRUNED
Fold 3,45,0.9791799330042353,512,1,128,0.48404040674442966,leaky_relu,none,61,0.36646082505726685,0.0999018720768817,AdamW,3.9624736213546376e-05,0.0001658380859037988,,AdamW,0.0004357739950116173,0.00033151823717812967,,cosine,4.0,9.320159055334036e-05,,,cosine,9.0,2.3061349067428454e-05,,,COMPLETE
Fold 3,46,0.9707405259588096,512,1,512,0.48729268801605935,leaky_relu,none,63,0.32826241742086737,0.09960283429423665,AdamW,3.96910794521173e-05,0.0001504527924786063,,AdamW,0.0009883597602796123,0.0003133200081445128,,cosine,4.0,9.185957754305102e-05,,,steplr,,,7.0,0.18749565412693736,COMPLETE
